ProbeSet	Symbol	Name	EntrezID
X64624_s_at	POU4F1	POU class 4 homeobox 1	5457
L20469_s_at	DRD3	dopamine receptor D3	1814
U59632_s_at			
S75213_s_at	PDE4A	phosphodiesterase 4A, cAMP-specific	5141
U18088_s_at	PDE4A	phosphodiesterase 4A, cAMP-specific	5141
X63575_s_at	ATP2B2	ATPase, Ca++ transporting, plasma membrane 2	491
U24389_s_at	LOXL1	lysyl oxidase-like 1	4016
U02683_s_at	NRF1	nuclear respiratory factor 1	4899
U18383_s_at	NRF1	nuclear respiratory factor 1	4899
L22524_s_at	MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	4316
L23333_s_at	CRHR1	corticotropin releasing hormone receptor 1	1394
M27394_s_at	MS4A1	membrane-spanning 4-domains, subfamily A, member 1	931
M60974_s_at	GADD45A	growth arrest and DNA-damage-inducible, alpha	1647
L24774_s_at	ECI1	enoyl-CoA delta isomerase 1	1632
L25286_s_at	COL15A1	collagen, type XV, alpha 1	1306
M89470_s_at	PAX2	paired box 2	5076
U45255_s_at	PAX2	paired box 2	5076
L25931_s_at	LBR	lamin B receptor	3930
U35005_s_at	MAPK8	mitogen-activated protein kinase 8	5599
S69265_s_at	ELAVL3	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)	1995
L27213_s_at	SLC4A3	solute carrier family 4, anion exchanger, member 3	6508
M62782_s_at	IGFBP5	insulin-like growth factor binding protein 5	3488
L27559_s_at	IGFBP5	insulin-like growth factor binding protein 5	3488
L27584_s_at	CACNB3	calcium channel, voltage-dependent, beta 3 subunit	784
X69962_s_at	FMR1	fragile X mental retardation 1	2332
L29306_s_at	TPH1	tryptophan hydroxylase 1	7166
M96995_s_at	GRB2	growth factor receptor-bound protein 2	2885
S77893_s_at	GYPA	glycophorin A (MNS blood group)	2993
L32831_s_at	GPR3	G protein-coupled receptor 3	2827
S75578_s_at	ABAT	4-aminobutyrate aminotransferase	18
U80226_s_at	ABAT	4-aminobutyrate aminotransferase	18
L33262_s_at	RAD52	RAD52 homolog (S. cerevisiae)	5893
L34363_s_at	ATRX	alpha thalassemia/mental retardation syndrome X-linked	546
L35249_s_at	ATP6V1B2	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2	526
L35253_s_at	MAPK14	mitogen-activated protein kinase 14	1432
L46720_s_at	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	5168
U19495_s_at	CXCL12	chemokine (C-X-C motif) ligand 12	6387
X95097_rna1_s_at	VIPR2	vasoactive intestinal peptide receptor 2	7434
X95425_s_at	EPHA5	EPH receptor A5	2044
U17743_s_at	MAP2K4	mitogen-activated protein kinase kinase 4	6416
L37036_s_at	CXCL5	chemokine (C-X-C motif) ligand 5	6374
X94628_rna1_s_at	MECP2	methyl CpG binding protein 2 (Rett syndrome)	4204
L37360_s_at	EFNA3	ephrin-A3	1944
M34458_rna1_s_at	LMNB1	lamin B1	4001
L37868_s_at	POU3F2	POU class 3 homeobox 2	5454
L38490_s_at	ARL4D	ADP-ribosylation factor-like 4D	379
U15637_s_at	TRAF3	TNF receptor-associated factor 3	7187
U32986_s_at	DDB1	damage-specific DNA binding protein 1, 127kDa	1642
L40384_s_at	TRIP13	thyroid hormone receptor interactor 13	9319
L40386_s_at	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)	7029
U61734_s_at	TMED10	transmembrane emp24-like trafficking protein 10 (yeast)	10972
U43185_s_at	STAT5A	signal transducer and activator of transcription 5A	6776
M97347_s_at	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2	2650
L49209_s_at	RB1	retinoblastoma 1	5925
L42374_s_at	PPP2R5B	protein phosphatase 2, regulatory subunit B@#$%&, beta	5526
L43575_s_at			
L43579_at			
L43579_s_at			
L44140_cds4_s_at	DNASE1L1	deoxyribonuclease I-like 1	1774
U28749_s_at	HMGA2	high mobility group AT-hook 2	8091
X92518_s_at	HMGA2	high mobility group AT-hook 2	8091
L47125_s_at	GPC3	glypican 3	2719
Z37987_s_at	GPC3	glypican 3	2719
L47276_s_at	TOP2A	topoisomerase (DNA) II alpha 170kDa	7153
Y08765_s_at	SF1	splicing factor 1	7536
Y08766_s_at	SF1	splicing factor 1	7536
U37546_s_at	BIRC3	baculoviral IAP repeat containing 3	330
U45878_s_at	BIRC3	baculoviral IAP repeat containing 3	330
L76528_s_at	PSEN1	presenilin 1	5663
U48436_s_at	AFF2	AF4/FMR2 family, member 2	2334
X95463_s_at	AFF2	AF4/FMR2 family, member 2	2334
U31215_s_at	GRM1	glutamate receptor, metabotropic 1	2911
U31216_s_at	GRM1	glutamate receptor, metabotropic 1	2911
L77567_s_at	SLC25A1	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1	6576
U64315_s_at	ERCC4	excision repair cross-complementing rodent repair deficiency, complementation group 4	2072
U64805_s_at	BRCA1	breast cancer 1, early onset	672
U72882_s_at	IFI35	interferon-induced protein 35	3430
V00565_s_at	INS	insulin	3630
M10051_s_at	INSR	insulin receptor	3643
M10321_s_at	VWF	von Willebrand factor	7450
M11025_s_at	ASGR2	asialoglycoprotein receptor 2	433
X62891_s_at	AVP	arginine vasopressin	551
M11313_s_at	A2M	alpha-2-macroglobulin	2
X05855_at			
X05855_s_at			
X07438_s_at	RBP1	retinol binding protein 1, cellular	5947
X03363_s_at	ERBB2	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	2064
X02875_s_at	OAS1	2@#$%&-5@#$%&-oligoadenylate synthetase 1, 40/46kDa	4938
M12963_s_at			
X83705_s_at	PDGFB	platelet-derived growth factor beta polypeptide	5155
M12959_s_at	TRAC	T cell receptor alpha constant	28755
M13560_s_at	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	972
M13690_s_at	SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1	710
M13686_s_at			
M13829_s_at	ARAF	v-raf murine sarcoma 3611 viral oncogene homolog	369
M34353_s_at	ROS1	c-ros oncogene 1 , receptor tyrosine kinase	6098
M13928_s_at	ALAD	aminolevulinate dehydratase	210
X04445_rna1_s_at	INHA	inhibin, alpha	3623
X81851_s_at	IL4	interleukin 4	3565
M13994_s_at	BCL2	B-cell CLL/lymphoma 2	596
M60891_s_at	UROD	uroporphyrinogen decarboxylase	7389
U59058_s_at	CRYBA1	crystallin, beta A1	1411
M14328_s_at	ENO1	enolase 1, (alpha)	2023
M16336_s_at	CD2	CD2 molecule	914
M14483_rna1_s_at	PTMA	prothymosin, alpha	5757
X04602_s_at	IL6	interleukin 6 (interferon, beta 2)	3569
Y00081_s_at	IL6	interleukin 6 (interferon, beta 2)	3569
M26708_s_at	PTMA	prothymosin, alpha	5757
X64072_s_at	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	3689
M15517_cds3_s_at	TTR	transthyretin	7276
M27396_s_at	ASNS	asparagine synthetase (glutamine-hydrolyzing)	440
M16364_s_at	CKB	creatine kinase, brain	1152
M16474_s_at	BCHE	butyrylcholinesterase	590
M36429_s_at	GNB2	guanine nucleotide binding protein (G protein), beta polypeptide 2	2783
M16591_s_at	HCK	hemopoietic cell kinase	3055
M16652_at	CELA2A	chymotrypsin-like elastase family, member 2A	63036
M16652_s_at			
M16707_rna1_at			
M16707_rna1_s_at			
M16750_s_at	PIM1	pim-1 oncogene	5292
M16938_s_at	HOXC6	homeobox C6	3223
M31423_s_at	CDR1	cerebellar degeneration-related protein 1, 34kDa	1038
U08006_s_at	C8A	complement component 8, alpha polypeptide	731
M28130_rna1_s_at	IL8	interleukin 8	3576
Y00787_s_at	IL8	interleukin 8	3576
M17236_at	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	3117
M17236_s_at			
M26856_s_at	CYP21A2	cytochrome P450, family 21, subfamily A, polypeptide 2	1589
M17254_s_at	ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	2078
Y00414_s_at	TH	tyrosine hydroxylase	7054
M18255_cds2_s_at	PRKCB	protein kinase C, beta	5579
M18391_s_at	EPHA1	EPH receptor A1	2041
Z19554_s_at	VIM	vimentin	7431
Y00083_s_at	TGFB2	transforming growth factor, beta 2	7042
X54667_at			
X54667_s_at			
M19267_s_at	TPM1	tropomyosin 1 (alpha)	7168
M19309_s_at	TNNT1	troponin T type 1 (skeletal, slow)	7138
M19508_xpt3_s_at	MPO	myeloperoxidase	4353
M19878_at	CALB1	calbindin 1, 28kDa	793
M19878_s_at	CALB1	calbindin 1, 28kDa	793
M27783_s_at	ELANE	elastase, neutrophil expressed	1991
M20203_s_at	ELANE	elastase, neutrophil expressed	1991
X58298_s_at	IL6R	interleukin 6 receptor	3570
M20642_s_at	MYL1	myosin, light chain 1, alkali; skeletal, fast	4632
M20747_s_at	SLC2A4	solute carrier family 2 (facilitated glucose transporter), member 4	6517
M20778_s_at	COL6A3	collagen, type VI, alpha 3	1293
M26311_s_at	S100A9	S100 calcium binding protein A9	6280
M84371_rna1_s_at	CD19	CD19 molecule	930
M21142_cds2_s_at	GNAS	GNAS complex locus	2778
M54914_s_at	FSHB	follicle stimulating hormone, beta polypeptide	2488
M26692_s_at	LCK	lymphocyte-specific protein tyrosine kinase	3932
Z20656_rna1_s_at			
M21665_s_at	MYH7	myosin, heavy chain 7, cardiac muscle, beta	4625
M35851_s_at	AR	androgen receptor	367
M33772_s_at	TNNC2	troponin C type 2 (fast)	7125
M26730_s_at	UQCRB	ubiquinol-cytochrome c reductase binding protein	7381
M22348_s_at	UQCRB	ubiquinol-cytochrome c reductase binding protein	7381
M23234_s_at	ABCB4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	5244
M23323_s_at	CD3E	CD3e molecule, epsilon (CD3-TCR complex)	916
Z68228_s_at	JUP	junction plakoglobin	3728
M23892_s_at	ALOX15	arachidonate 15-lipoxygenase	246
X95325_s_at	CSDA	cold shock domain protein A	8531
M24122_s_at	MYL3	myosin, light chain 3, alkali; ventricular, skeletal, slow	4634
M55024_s_at	ICAM1	intercellular adhesion molecule 1	3383
M24485_s_at	GSTP1	glutathione S-transferase pi 1	2950
M24486_s_at	P4HA1	prolyl 4-hydroxylase, alpha polypeptide I	5033
M24736_s_at	SELE	selectin E	6401
M24748_cds2_s_at	THRA	thyroid hormone receptor, alpha	7067
M24766_s_at	COL4A2	collagen, type IV, alpha 2	1284
M54915_s_at	PIM1	pim-1 oncogene	5292
X12876_s_at	KRT18	keratin 18	3875
X72632_s_at			
U16799_s_at	ATP1B1	ATPase, Na+/K+ transporting, beta 1 polypeptide	481
M31776_s_at	NPPB	natriuretic peptide B	4879
S66541_s_at	GAP43	growth associated protein 43	2596
M26041_s_at	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	3117
Z80345_rna1_s_at	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain	35
M26657_s_at	ACE	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	1636
M27093_s_at	DBT	dihydrolipoamide branched chain transacylase E2	1629
M27504_s_at	TOP2B	topoisomerase (DNA) II beta 180kDa	7155
M27533_s_at	CD80	CD80 molecule	941
X60003_s_at	CREB1	cAMP responsive element binding protein 1	1385
M28213_s_at	RAB2A	RAB2A, member RAS oncogene family	5862
S72493_s_at	KRT16	keratin 16	3868
M29277_at	MCAM	melanoma cell adhesion molecule	4162
M29277_s_at	MCAM	melanoma cell adhesion molecule	4162
M28882_s_at	MCAM	melanoma cell adhesion molecule	4162
U20734_s_at	JUNB	jun B proto-oncogene	3726
M29335_at	HLA-DOA	major histocompatibility complex, class II, DO alpha	3111
M29335_s_at	HLA-DOA	major histocompatibility complex, class II, DO alpha	3111
Z47055_s_at	FDPS	farnesyl diphosphate synthase	2224
M29932_s_at	ADRB3	adrenergic, beta-3-, receptor	155
M29994_s_at	SPTA1	spectrin, alpha, erythrocytic 1 (elliptocytosis 2)	6708
M33493_s_at			
M31516_s_at	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	1604
M30257_s_at	VCAM1	vascular cell adhesion molecule 1	7412
M30448_s_at	FBL	fibrillarin	2091
X57152_rna1_s_at	CSNK2B	casein kinase 2, beta polypeptide	1460
M30625_s_at	DRD2	dopamine receptor D2	1813
M30703_s_at	AREG	amphiregulin	374
M74587_rna1_s_at	IGFBP1	insulin-like growth factor binding protein 1	3484
X97748_s_at	PTX3	pentraxin 3, long	5806
M31169_s_at	PCCB	propionyl CoA carboxylase, beta polypeptide	5096
M31211_s_at	MYL6B	myosin, light chain 6B, alkali, smooth muscle and non-muscle	140465
M31241_s_at	CR1	complement component (3b/4b) receptor 1 (Knops blood group)	1378
M65214_s_at	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	6929
M33684_s_at	PTPN1	protein tyrosine phosphatase, non-receptor type 1	5770
U05681_s_at	BCL3	B-cell CLL/lymphoma 3	602
M31774_s_at	TSHR	thyroid stimulating hormone receptor	7253
X68090_s_at	FCGR2A	Fc fragment of IgG, low affinity IIa, receptor (CD32)	2212
X51435_s_at	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1	3096
X54199_s_at	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	2618
M65292_s_at			
M32879_at			
M32879_s_at			
M58286_s_at	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	7132
M86873_s_at			
M34338_s_at	SRM	spermidine synthase	6723
U22178_s_at	MSMB	microseminoprotein, beta-	4477
M34376_s_at	MSMB	microseminoprotein, beta-	4477
M35093_s_at	MUC1	mucin 1, cell surface associated	4582
S37730_s_at	IGFBP2	insulin-like growth factor binding protein 2, 36kDa	3485
U50648_s_at	EIF2AK2	eukaryotic translation initiation factor 2-alpha kinase 2	5610
M36118_s_at	GZMH	granzyme H (cathepsin G-like 2, protein h-CCPX)	2999
X13955_s_at	MYL4	myosin, light chain 4, alkali; atrial, embryonic	4635
M36284_s_at	GYPC	glycophorin C (Gerbich blood group)	2995
M36542_s_at	POU2F2	POU class 2 homeobox 2	5452
X13810_s_at	POU2F2	POU class 2 homeobox 2	5452
M36653_s_at	POU2F2	POU class 2 homeobox 2	5452
Z38133_s_at	MYH8	myosin, heavy chain 8, skeletal muscle, perinatal	4626
M57731_s_at	CXCL2	chemokine (C-X-C motif) ligand 2	2920
X53800_s_at	CXCL3	chemokine (C-X-C motif) ligand 3	2921
M37238_s_at	PLCG2	phospholipase C, gamma 2 (phosphatidylinositol-specific)	5336
M37457_at	ATP1A3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	478
M37457_s_at	ATP1A3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	478
M86383_s_at	CHRNA3	cholinergic receptor, nicotinic, alpha 3	1136
M38449_s_at	TGFB1	transforming growth factor, beta 1	7040
M55409_s_at	EEF1G	eukaryotic translation elongation factor 1 gamma	1937
M86933_at	AMELY	amelogenin, Y-linked	266
M86933_s_at			
M55513_s_at	KCNA5	potassium voltage-gated channel, shaker-related subfamily, member 5	3741
M60450_s_at	KCNA4	potassium voltage-gated channel, shaker-related subfamily, member 4	3739
X54993_s_at	TBP	TATA box binding protein	6908
M55682_s_at	MATN1	matrilin 1, cartilage matrix protein	4146
M55998_s_at	COL1A1	collagen, type I, alpha 1	1277
M57466_s_at	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	3115
U16720_rna1_s_at	IL10	interleukin 10	3586
M57703_s_at	PMCH	pro-melanin-concentrating hormone	5367
M65134_s_at	C5	complement component 5	727
X13461_s_at	CALML3	calmodulin-like 3	810
M58525_s_at	COMT	catechol-O-methyltransferase	1312
M59216_s_at	GABRB1	gamma-aminobutyric acid (GABA) A receptor, beta 1	2560
X52282_s_at	NPR3	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)	4883
M60284_s_at	TACR2	tachykinin receptor 2	6865
M60483_rna1_s_at	PPP2CA	protein phosphatase 2, catalytic subunit, alpha isozyme	5515
X69950_s_at	WT1-AS	WT1 antisense RNA (non-protein coding)	51352
M60784_s_at	SNRPA	small nuclear ribonucleoprotein polypeptide A	6626
S81661_s_at	FGF7	fibroblast growth factor 7	2252
M61826_s_at	SPTA1	spectrin, alpha, erythrocytic 1 (elliptocytosis 2)	6708
M61832_s_at	AHCY	adenosylhomocysteinase	191
X65962_s_at	CYP2C19	cytochrome P450, family 2, subfamily C, polypeptide 19	1557
S82362_s_at	LOC100130354	hypothetical protein LOC100130354	100130354
M62403_s_at	IGFBP4	insulin-like growth factor binding protein 4	3487
S38742_s_at	TLX1	T-cell leukemia homeobox 1	3195
M62628_s_at	IGHA1	immunoglobulin heavy constant alpha 1	3493
X53595_s_at	APOH	apolipoprotein H (beta-2-glycoprotein I)	350
M73746_s_at	LHCGR	luteinizing hormone/choriogonadotropin receptor	3973
M63438_s_at			
M92843_s_at	ZFP36	zinc finger protein 36, C3H type, homolog (mouse)	7538
M63838_s_at	IFI16	interferon, gamma-inducible protein 16	3428
M64269_s_at	CMA1	chymase 1, mast cell	1215
X51823_at	F13B	coagulation factor XIII, B polypeptide	2165
X51823_s_at	F13B	coagulation factor XIII, B polypeptide	2165
M81886_s_at	GRIA1	glutamate receptor, ionotropic, AMPA 1	2890
Z26491_s_at	COMT	catechol-O-methyltransferase	1312
M68907_s_at	TAC1	tachykinin, precursor 1	6863
S67247_s_at	MYH10	myosin, heavy chain 10, non-muscle	4628
M72885_rna1_s_at	G0S2	G0/G1switch 2	50486
M73239_s_at	HGF	hepatocyte growth factor (hepapoietin A; scatter factor)	3082
M74088_s_at	APC	adenomatous polyposis coli	324
X63131_s_at	PML	promyelocytic leukemia	5371
M74715_s_at	IDUA	iduronidase, alpha-L-	3425
U04285_s_at	LIPA	lipase A, lysosomal acid, cholesterol esterase	3988
Z31690_s_at	LIPA	lipase A, lysosomal acid, cholesterol esterase	3988
M75715_s_at	ETF1	eukaryotic translation termination factor 1	2107
M76732_s_at	MSX1	msh homeobox 1	4487
X74929_s_at	KRT8	keratin 8	3856
M77348_rna1_s_at	PMEL	premelanosome protein	6490
X90824_s_at	USF2	upstream transcription factor 2, c-fos interacting	7392
M77829_s_at	AQP1	aquaporin 1 (Colton blood group)	358
M80397_s_at	POLD1	polymerase (DNA directed), delta 1, catalytic subunit 125kDa	5424
X62083_s_at	BRD2	bromodomain containing 2	6046
M81181_s_at	ATP1B2	ATPase, Na+/K+ transporting, beta 2 polypeptide	482
X58528_s_at	ABCD3	ATP-binding cassette, sub-family D (ALD), member 3	5825
M81182_s_at	ABCD3	ATP-binding cassette, sub-family D (ALD), member 3	5825
M81695_s_at	ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)	3687
M81778_s_at	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C	3358
X80763_s_at	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C	3358
M83652_s_at	CFP	complement factor properdin	5199
X62534_s_at	HMGB2	high mobility group box 2	3148
M83667_rna1_s_at	CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	1052
M83712_s_at	CHRNA5	cholinergic receptor, nicotinic, alpha 5	1138
M84820_s_at	RXRB	retinoid X receptor, beta	6257
U84011_s_at	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	178
X15673_s_at	ERV9-1	endogenous retrovirus group 9, member 1	100616497
X62515_s_at	HSPG2	heparan sulfate proteoglycan 2	3339
M87507_s_at	CASP1	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)	834
M91368_s_at	SLC8A1	solute carrier family 8 (sodium/calcium exchanger), member 1	6546
M91669_s_at	COL17A1	collagen, type XVII, alpha 1	1308
X03794_s_at	HOXB5	homeobox B5	3215
S54005_s_at	TMSB10	thymosin beta 10	9168
U33202_s_at	MDM2	Mdm2 p53 binding protein homolog (mouse)	4193
U33203_s_at	MDM2	Mdm2 p53 binding protein homolog (mouse)	4193
S57132_s_at	COL16A1	collagen, type XVI, alpha 1	1307
X57348_s_at	SFN	stratifin	2810
X56088_s_at	CYP7A1	cytochrome P450, family 7, subfamily A, polypeptide 1	1581
X75091_s_at	SET	SET nuclear oncogene	6418
M94172_s_at	CACNA1B	calcium channel, voltage-dependent, N type, alpha 1B subunit	774
Y10141_s_at	SLC6A3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	6531
M95585_s_at	HLF	hepatic leukemia factor	3131
X68985_s_at	HLF	hepatic leukemia factor	3131
S49592_s_at	E2F1	E2F transcription factor 1	1869
M96738_s_at	SSTR3	somatostatin receptor 3	6753
M97796_s_at			
X14253_s_at			
X60299_s_at	KAL1	Kallmann syndrome 1 sequence	3730
X59303_s_at	VARS	valyl-tRNA synthetase	7407
M98399_s_at	CD36	CD36 molecule (thrombospondin receptor)	948
S76978_s_at	FOLH1	folate hydrolase (prostate-specific membrane antigen) 1	2346
S38953_s_at			
X63741_s_at	EGR3	early growth response 3	1960
X66142_s_at	PDE6B	phosphodiesterase 6B, cGMP-specific, rod, beta	5158
X57809_at			
X57809_s_at			
S62028_s_at	RCVRN	recoverin	5957
S52969_cds1_s_at	FUT3	fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group)	2525
X65784_s_at	SPG7	spastic paraplegia 7 (pure and complicated autosomal recessive)	6687
S56151_s_at	MFGE8	milk fat globule-EGF factor 8 protein	4240
S57153_s_at	ARID4A	AT rich interactive domain 4A (RBP1-like)	5926
U95019_s_at	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	783
U12387_s_at	TPMT	thiopurine S-methyltransferase	7172
S62904_s_at	TPMT	thiopurine S-methyltransferase	7172
S68134_s_at	CREM	cAMP responsive element modulator	1390
X86401_s_at	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	2628
S69272_s_at	SERPINB6	serpin peptidase inhibitor, clade B (ovalbumin), member 6	5269
S69370_s_at	PAX3	paired box 3	5077
X51362_s_at	DRD2	dopamine receptor D2	1813
S72024_s_at			
S72503_s_at	KCNJ4	potassium inwardly-rectifying channel, subfamily J, member 4	3761
U24056_s_at	KCNJ4	potassium inwardly-rectifying channel, subfamily J, member 4	3761
S73885_s_at	TFAP4	transcription factor AP-4 (activating enhancer binding protein 4)	7023
U31929_s_at	NR0B1	nuclear receptor subfamily 0, group B, member 1	190
U15641_s_at	E2F4	E2F transcription factor 4, p107/p130-binding	1874
S75256_s_at	LCN2	lipocalin 2	3934
U33052_s_at	PKN2	protein kinase N2	5586
S75881_s_at	MYBL1	v-myb myeloblastosis viral oncogene homolog (avian)-like 1	4603
S76473_s_at	NTRK2	neurotrophic tyrosine kinase, receptor, type 2	4915
U05012_s_at	NTRK3	neurotrophic tyrosine kinase, receptor, type 3	4916
U20816_s_at	NFKB2	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	4791
S76756_s_at	MAP2	microtubule-associated protein 2	4133
S77154_s_at	NR4A2	nuclear receptor subfamily 4, group A, member 2	4929
U00001_s_at	CDC27	cell division cycle 27 homolog (S. cerevisiae)	996
S78798_s_at	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	5305
S78873_s_at	RABIF	RAB interacting factor	5877
S79219_s_at	PCCA	propionyl CoA carboxylase, alpha polypeptide	5095
S79873_s_at	LAMP2	lysosomal-associated membrane protein 2	3920
S80437_s_at	FASN	fatty acid synthase	2194
X58199_s_at	ADD2	adducin 2 (beta)	119
S81243_s_at	NR4A3	nuclear receptor subfamily 4, group A, member 3	8013
S81264_s_at	TBX2	T-box 2	6909
S81737_s_at	SNTA1	syntrophin, alpha 1 (dystrophin-associated protein A1, 59kDa, acidic component)	6640
S82471_s_at			
S82597_rna1_s_at	GALNT1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)	2589
